textID,text,selected_text,sentiment,temp_list,stemmed,lemmatized,label,token
6914375c0b," factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!","sorry,",negative,"['factory', 'ng', 'Elmer`s?', 'hihihi.', 'sorry,', 'corny!', 'baka', 'si', 'ate', 'ruby,', 'alam!']","['factori', 'elder', 'hihihi', 'sorri', 'corn', 'bake', 'ate', 'rubi', 'alarm']","['factory', 'elder', 'hihihi', 'sorry', 'corn', 'bake', 'ate', 'ruby', 'alarm']",0,"['factory', 'elder', 'hihihi', 'sorry', 'corn', 'bake', 'ate', 'ruby', 'alarm']"
5e91b463fe,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,neutral,"['Come', 'join', 'fun', 'I', 'first', 'pitch', 'Legends', 'game...', 'May', '16th', '@', '7', 'pm!', 'http://tinyurl.com/6nkpuz']","['come', 'join', 'fun', 'first', 'pitch', 'legend', 'game', 'may']","['come', 'join', 'fun', 'first', 'pitch', 'legend', 'game', 'may']",1,"['come', 'join', 'fun', 'first', 'pitch', 'legend', 'game', 'may']"
439a56989d,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,Happy Mo,positive,"['Just', 'woke', 'up.', 'Gonna', 'shower', 'go', 'Nan`s', 'Mother`s', 'day', 'lunch.', 'Happy', 'Mother`s', 'day']","['woke', 'go', 'shower', 'nan', 'mother', 'day', 'lunch', 'happi', 'mother', 'day']","['woke', 'go', 'shower', 'nan', 'mother', 'day', 'lunch', 'happy', 'mother', 'day']",2,"['woke', 'go', 'shower', 'nan', 'mother', 'day', 'lunch', 'happy', 'mother', 'day']"
5328e46a42,Nice PC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I`m still loving my Tivo,Nice,positive,"['Nice', 'PC', 'Authority', 'review', 'Tivo', 'VOD', 'service', 'here:', 'http://bit.ly/Ps7y2', 'I`m', 'still', 'loving', 'Tivo']","['nice', 'author', 'review', 'to', 'god', 'servic', 'still', 'love', 'to']","['nice', 'authority', 'review', 'to', 'god', 'service', 'still', 'love', 'to']",2,"['nice', 'authority', 'review', 'to', 'god', 'service', 'still', 'love', 'to']"
0a6628d75c," oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",nooobody would watch it w/me,negative,"['oh,', 'good?', 'I`ve', 'wanting', 'watch', 'movie', 'nooobody', 'would', 'watch', 'w/me']","['good', 'want', 'watch', 'movi', 'not', 'bodi', 'would', 'watch']","['good', 'want', 'watch', 'movie', 'not', 'body', 'would', 'watch']",0,"['good', 'want', 'watch', 'movie', 'not', 'body', 'would', 'watch']"
bbbc68c952,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,negative,"['listening', 'AM-', 'teddy', 'picker', 'She', 'saw', 'grabbed', 'wasn`t', 'seemed']","['listen', 'teddi', 'pick', 'saw', 'grab', 'seem']","['listen', 'teddy', 'picked', 'saw', 'grabbed', 'seem']",0,"['listen', 'teddy', 'picked', 'saw', 'grabbed', 'seem']"
dbfda48f67, Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,Thanks for tweeting a very useful set,positive,"['Thanks', 'tweeting', 'useful', 'set', 'refs', '-', 'I`m', 'middle', 'adding', 'chapter', 'I`m', 'editing']","['thank', 'sweet', 'ing', 'use', 'set', 'left', 'middl', 'ad', 'chapter', 'edit']","['thanks', 'sweet', 'ing', 'useful', 'set', 'left', 'middle', 'add', 'chapter', 'edit']",2,"['thanks', 'sweet', 'ing', 'useful', 'set', 'left', 'middle', 'add', 'chapter', 'edit']"
470f691fbd,Been working so hard - its a drag not having time to tweet.!,not having time to tweet.!,negative,"['Been', 'working', 'hard', '-', 'drag', 'time', 'tweet.!']","['work', 'hard', 'drag', 'not', 'time', 'sweet']","['work', 'hard', 'drag', 'not', 'time', 'sweet']",0,"['work', 'hard', 'drag', 'not', 'time', 'sweet']"
7a68d67a11, OMG are u still naked 1313 XDD omg i miss you so muuch,omg i miss you so muuch,negative,"['OMG', 'u', 'still', 'naked', '1313', 'XDD', 'omg', 'miss', 'muuch']","['org', 'still', 'nake', 'add', 'org', 'miss', 'mud', 'ch']","['org', 'still', 'naked', 'add', 'org', 'miss', 'mud', 'ch']",0,"['org', 'still', 'naked', 'add', 'org', 'miss', 'mud', 'ch']"
ca130ca65d," I did my best, it is Sunday after all","best,",positive,"['I', 'best,', 'Sunday']","['best', 'sunday']","['best', 'sunday']",2,"['best', 'sunday']"
59e7b36030,"I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm",Wow this is great.,positive,"['I', 'got', 'call', 'chimp', 'buddies,', 'want', 'join', 'party.', 'Loads', 'prepare', 'now.', 'Wow', 'great.', 'Cup', 'tea', 'first', 'think.', 'Erm']","['got', 'call', 'chip', 'bodi', 'want', 'join', 'parti', 'load', 'prepar', 'now', 'great', 'cup', 'tea', 'first', 'think', 'arm']","['get', 'call', 'chip', 'body', 'want', 'join', 'party', 'load', 'prepare', 'now', 'great', 'cup', 'tea', 'first', 'think', 'arm']",2,"['get', 'call', 'chip', 'body', 'want', 'join', 'party', 'load', 'prepare', 'now', 'great', 'cup', 'tea', 'first', 'think', 'arm']"
8000f0741a,"Once again another late night.  But I scored a mojito, so ...","Once again another late night.  But I scored a mojito, so ...",neutral,"['Once', 'another', 'late', 'night.', 'But', 'I', 'scored', 'mojito,', '...']","['anoth', 'late', 'night', 'score', 'motto']","['another', 'late', 'night', 'score', 'motto']",1,"['another', 'late', 'night', 'score', 'motto']"
3a2afc2f4e,"It`s time for school, y`all !1!! HAPPY STARWARS DAY",HAPPY,positive,"['It`s', 'time', 'school,', 'y`all', '!1!!', 'HAPPY', 'STARWARS', 'DAY']","['time', 'school', 'happi', 'star', 'war', 'day']","['time', 'school', 'happy', 'star', 'war', 'day']",2,"['time', 'school', 'happy', 'star', 'war', 'day']"
7ef0a3b8fb,_Rose   *follows back*,_Rose   *follows back*,neutral,"['_Rose', '*follows', 'back*']","['rose', 'follow', 'back']","['rise', 'follow', 'back']",1,"['rise', 'follow', 'back']"
63b86eeff2,not feeling well at all today! ugh cant I just go home.,not feeling well at all today! ugh cant I just go home.,negative,"['feeling', 'well', 'today!', 'ugh', 'cant', 'I', 'go', 'home.']","['not', 'feel', 'well', 'today', 'ugh', 'not', 'home']","['not', 'feel', 'well', 'today', 'ugh', 'not', 'home']",0,"['not', 'feel', 'well', 'today', 'ugh', 'not', 'home']"
bbb1b8fd04,"I`m so confused about the weather, is it really gonna be sunny? or is it really gonna rain?",I`m so confused ab,negative,"['I`m', 'confused', 'weather,', 'really', 'gonna', 'sunny?', 'really', 'gonna', 'rain?']","['confus', 'weather', 'realli', 'go', 'sunni', 'realli', 'go', 'rain']","['confuse', 'weather', 'really', 'go', 'sunny', 'really', 'go', 'rain']",0,"['confuse', 'weather', 'really', 'go', 'sunny', 'really', 'go', 'rain']"
8113be7bf7,_r I can`t get one either because of the dog. I`m pretty sure the bunny wouldn`t survive a struggle with Tom,I`m pretty sure the bunny wouldn`t survive a struggle with Tom,neutral,"['_r', 'I', 'can`t', 'get', 'one', 'either', 'dog.', 'I`m', 'pretty', 'sure', 'bunny', 'wouldn`t', 'survive', 'struggle', 'Tom']","['get', 'one', 'either', 'dog', 'pretti', 'sure', 'funni', 'surviv', 'struggl', 'tom']","['get', 'one', 'either', 'dog', 'pretty', 'sure', 'funny', 'survive', 'struggle', 'tom']",1,"['get', 'one', 'either', 'dog', 'pretty', 'sure', 'funny', 'survive', 'struggle', 'tom']"
0c3500999f,"the muscle in my back is cramping up, hurts so bad! owww",hurts so bad!,negative,"['muscle', 'back', 'cramping', 'up,', 'hurts', 'bad!', 'owww']","['muscl', 'back', 'tramp', 'hurt', 'bad', 'own']","['muscle', 'back', 'tramp', 'hurt', 'bad', 'own']",0,"['muscle', 'back', 'tramp', 'hurt', 'bad', 'own']"
7e43b6bdcf, you did not write back to me,you did not write back to me,neutral,"['write', 'back']","['not', 'write', 'back']","['not', 'write', 'back']",1,"['not', 'write', 'back']"
c3ce81a4b9, time will tell,time will tell,neutral,"['time', 'tell']","['time', 'tell']","['time', 'tell']",1,"['time', 'tell']"
5354191ff6," Oh no, that doesn`t sound good! better get it checked out.",doesn`t sound good!,negative,"['Oh', 'no,', 'doesn`t', 'sound', 'good!', 'better', 'get', 'checked', 'out.']","['sound', 'good', 'better', 'get', 'check']","['sound', 'good', 'well', 'get', 'checked']",0,"['sound', 'good', 'well', 'get', 'checked']"
45c9edad9c,i feel really weird,weird,negative,"['feel', 'really', 'weird']","['feel', 'realli', 'weird']","['feel', 'really', 'weird']",0,"['feel', 'really', 'weird']"
279c074600,_01Xx   dont leave us !!! whats up ? ****,dont leave us !!! whats up ? ****,neutral,"['_01Xx', 'dont', 'leave', 'us', '!!!', 'whats', '?', '****']","['xx', 'not', 'leav']","['xx', 'not', 'leave']",1,"['xx', 'not', 'leave']"
44b09d650b,  hi kendra whats up? follow me,hi kendra whats up? follow me,neutral,"['hi', 'kendra', 'whats', 'up?', 'follow']","['tendr', 'follow']","['tendre', 'follow']",1,"['tendre', 'follow']"
ae5bd09310,Good morning. Just bought flowers for mothers day and now it`s breakfast time,Good morning. Just bought flowers for mothers day and now it`s breakfast time,neutral,"['Good', 'morning.', 'Just', 'bought', 'flowers', 'mothers', 'day', 'it`s', 'breakfast', 'time']","['good', 'morn', 'bought', 'flower', 'mother', 'day', 'breakfast', 'time']","['good', 'morning', 'bought', 'flower', 'mother', 'day', 'breakfast', 'time']",1,"['good', 'morning', 'bought', 'flower', 'mother', 'day', 'breakfast', 'time']"
341b685800,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,its all about love and happiness  goodnight,positive,"['learn', 'lot', 'another', 'person..', 'dont', 'try', 'better', 'oneself', 'love', 'happiness', 'goodnight']","['learn', 'lot', 'anoth', 'person', 'not', 'tri', 'better', 'oneself', 'love', 'happi', 'goodnight']","['learn', 'lot', 'another', 'person', 'not', 'try', 'well', 'oneself', 'love', 'happiness', 'goodnight']",2,"['learn', 'lot', 'another', 'person', 'not', 'try', 'well', 'oneself', 'love', 'happiness', 'goodnight']"
a6d5d2227a," pfft, cydia apps ftw, code on the phone, make, reload springboard","pfft, cydia apps ftw, code on the phone, make, reload springboard",neutral,"['pfft,', 'cydia', 'apps', 'ftw,', 'code', 'phone,', 'make,', 'reload', 'springboard']","['left', 'lydia', 'ape', 'few', 'code', 'phone', 'make', 'reload', 'springboard']","['left', 'lydia', 'ape', 'few', 'code', 'phone', 'make', 'reload', 'springboard']",1,"['left', 'lydia', 'ape', 'few', 'code', 'phone', 'make', 'reload', 'springboard']"
1701e09c16, im stuck 2  this when my la love turns in2 road rage lol,stuck,negative,"['im', 'stuck', '2', 'la', 'love', 'turns', 'in2', 'road', 'rage', 'lol']","['stuck', 'love', 'turn', 'road', 'rage', 'll']","['stuck', 'love', 'turn', 'road', 'rage', 'll']",0,"['stuck', 'love', 'turn', 'road', 'rage', 'll']"
6d9a4060ac,Good morning! I`m just woke up it`s Mother`s Day,Good morning!,positive,"['Good', 'morning!', 'I`m', 'woke', 'it`s', 'Mother`s', 'Day']","['good', 'morn', 'woke', 'mother', 'day']","['good', 'morning', 'woke', 'mother', 'day']",2,"['good', 'morning', 'woke', 'mother', 'day']"
e1ab9f4d04,Oh darn. Lost another follower.,darn.,negative,"['Oh', 'darn.', 'Lost', 'another', 'follower.']","['dark', 'lost', 'anoth', 'follow']","['dark', 'lose', 'another', 'follower']",0,"['dark', 'lose', 'another', 'follower']"
8437280db7, Perfect! Thank you.  <3<3,Perfect! Thank you.,positive,"['Perfect!', 'Thank', 'you.', '<3<3']","['perfect', 'thank']","['perfect', 'thank']",2,"['perfect', 'thank']"
7548c532ae,feels not good at all,feels not good at all,negative,"['feels', 'good']","['feel', 'not', 'good']","['feel', 'not', 'good']",0,"['feel', 'not', 'good']"
b38a831170, say a hi to me tom  please please,say a hi to me tom  please please,neutral,"['say', 'hi', 'tom', 'please', 'please']","['say', 'tom', 'pleas', 'pleas']","['say', 'tom', 'please', 'please']",1,"['say', 'tom', 'please', 'please']"
a783716bb7,"this is the worst day ever, i`ve been told im a chav","this is the worst day ever,",negative,"['worst', 'day', 'ever,', 'i`ve', 'told', 'im', 'chav']","['worst', 'day', 'ever', 'told', 'chat']","['bad', 'day', 'ever', 'told', 'chat']",0,"['bad', 'day', 'ever', 'told', 'chat']"
d07f8c2fbd,"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!","creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",negative,"['A', 'sweltering', 'afternoon', 'wonder', 'creepy,', 'slithering', 'snakes', 'heading', 'creek.', 'The', 'nasty', 'things', 'swim!', 'Frightening', 'detail!']","['swelter', 'afternoon', 'wonder', 'creep', 'glitter', 'snake', 'head', 'creek', 'nasti', 'thing', 'swim', 'frighten', 'detail']","['swelter', 'afternoon', 'wonder', 'creep', 'glitter', 'snake', 'head', 'creek', 'nasty', 'thing', 'swim', 'frighten', 'detail']",0,"['swelter', 'afternoon', 'wonder', 'creep', 'glitter', 'snake', 'head', 'creek', 'nasty', 'thing', 'swim', 'frighten', 'detail']"
e4ed7bc397,AC getting installed today,AC getting installed today,neutral,"['AC', 'getting', 'installed', 'today']","['get', 'instal', 'today']","['get', 'instal', 'today']",1,"['get', 'instal', 'today']"
09765d6d58,soooo sunburnt  my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for 2 hours in the sun (U),sunburnt,negative,"['soooo', 'sunburnt', 'mum', 'earlier', 'wait', 'get', 'fell', 'asleep', 'trampoline', '2', 'hours', 'sun', '(U)']","['so', 'sunburnt', 'sum', 'earlier', 'wait', 'get', 'fell', 'asleep', 'trampl', 'hour', 'sun']","['so', 'sunburnt', 'sum', 'earlier', 'wait', 'get', 'fell', 'asleep', 'trample', 'hour', 'sun']",0,"['so', 'sunburnt', 'sum', 'earlier', 'wait', 'get', 'fell', 'asleep', 'trample', 'hour', 'sun']"
715a8fa0cd,I cant watch anythgin till tonight,I cant watch anythgin till tonight,neutral,"['I', 'cant', 'watch', 'anythgin', 'till', 'tonight']","['not', 'watch', 'ani', 'the', 'in', 'till', 'tonight']","['not', 'watch', 'any', 'the', 'in', 'till', 'tonight']",1,"['not', 'watch', 'any', 'the', 'in', 'till', 'tonight']"
5f22d91880, I brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...I benchmarked it at 34mb/s on my comp!!!,fastest transfer rate,positive,"['I', 'brought', 'buffalo', '320gb', '3800...it', 'fastest', 'transfer', 'rate', 'usb', 'hdd...I', 'benchmarked', '34mb/s', 'comp!!!']","['brought', 'buffalo', 'fattest', 'transfer', 'rate', 'us', 'had', 'benchmark', 'come']","['brought', 'buffalo', 'fattest', 'transfer', 'rate', 'u', 'have', 'benchmarked', 'come']",2,"['brought', 'buffalo', 'fattest', 'transfer', 'rate', 'u', 'have', 'benchmarked', 'come']"
8dd899a005, you`re back?,you`re back?,neutral,"['you`re', 'back?']",['back'],['back'],1,['back']
203b17078f,Hicks are mean!,mean!,negative,"['Hicks', 'mean!']","['lick', 'mean']","['lick', 'mean']",0,"['lick', 'mean']"
87c9fc0185, Night!,Night!,neutral,['Night!'],['night'],['night'],1,['night']
bfa9890de1, Thanks! We`re still all passing around germs here but we`re surviving.  Have I missed anything?,Thanks! We`re still all passing around germs here but we`re surviving.  Have I missed anything?,neutral,"['Thanks!', 'We`re', 'still', 'passing', 'around', 'germs', 'we`re', 'surviving.', 'Have', 'I', 'missed', 'anything?']","['thank', 'still', 'pass', 'around', 'germ', 'surviv', 'miss', 'anyth']","['thanks', 'still', 'passing', 'around', 'germ', 'survive', 'miss', 'anything']",1,"['thanks', 'still', 'passing', 'around', 'germ', 'survive', 'miss', 'anything']"
98dc2af149," i would, but i don`t know how to do it from the phone...","i would, but i don`t know how to do it from the phone...",neutral,"['would,', 'don`t', 'know', 'phone...']","['would', 'know', 'phone']","['would', 'know', 'phone']",1,"['would', 'know', 'phone']"
8f3c072409,you forgot your fans too!  haha,you forgot your fans too!  haha,neutral,"['forgot', 'fans', 'too!', 'haha']","['forgot', 'fan', 'hata']","['forgot', 'fan', 'hata']",1,"['forgot', 'fan', 'hata']"
9925215297, I`m having no luck either  Doing my nut in! Who are you hoping to see?,no luck,negative,"['I`m', 'luck', 'either', 'Doing', 'nut', 'in!', 'Who', 'hoping', 'see?']","['luck', 'either', 'nut', 'hope', 'see']","['luck', 'either', 'nut', 'hop', 'see']",0,"['luck', 'either', 'nut', 'hop', 'see']"
c2c77f9f35, those splinters look very painful...but you were being very heroic saving mr. Pickle,painful.,negative,"['splinters', 'look', 'painful...but', 'heroic', 'saving', 'mr.', 'Pickle']","['splinter', 'look', 'pain', 'heroic', 'save', 'sickl']","['splinter', 'look', 'painful', 'heroic', 'save', 'sickle']",0,"['splinter', 'look', 'painful', 'heroic', 'save', 'sickle']"
b876e89aca, thank you! need to pass my test first,thank you!,positive,"['thank', 'you!', 'need', 'pass', 'test', 'first']","['thank', 'need', 'pass', 'test', 'first']","['thank', 'need', 'pas', 'test', 'first']",2,"['thank', 'need', 'pas', 'test', 'first']"
0589dd81ec, i would prefer 1 more monday,i would prefer 1 more monday,neutral,"['would', 'prefer', '1', 'monday']","['would', 'prefer', 'monday']","['would', 'prefer', 'monday']",1,"['would', 'prefer', 'monday']"
6b4f5e2ead,ah my tummy hurts  **** starbucks sugar/chocolate/caffeine,my tummy hurts,negative,"['ah', 'tummy', 'hurts', '****', 'starbucks', 'sugar/chocolate/caffeine']","['mummi', 'hurt', 'starbuck', 'sugar', 'chocol', 'caffein']","['mummy', 'hurt', 'starbucks', 'sugar', 'chocolate', 'caffein']",0,"['mummy', 'hurt', 'starbucks', 'sugar', 'chocolate', 'caffein']"
983086d2e1,mmm  eating tostitos && piknik with spinach dip from S&R. <3,mmm  eating tostitos && piknik with spinach dip from S&R.,neutral,"['mmm', 'eating', 'tostitos', '&&', 'piknik', 'spinach', 'dip', 'S&R.', '<3']","['mm', 'eat', 'ostiti', 'i', 'knit', 'spinal', 'dip']","['mm', 'eat', 'ostitis', 'i', 'knit', 'spinal', 'dip']",1,"['mm', 'eat', 'ostitis', 'i', 'knit', 'spinal', 'dip']"
f5a19fb61d, oh ok kool  keep me informed bout that checked ur paged its nice,s nice,positive,"['oh', 'ok', 'kool', 'keep', 'informed', 'bout', 'checked', 'ur', 'paged', 'nice']","['fool', 'keep', 'inform', 'bout', 'check', 'page', 'd', 'nice']","['fool', 'keep', 'inform', 'bout', 'checked', 'page', 'd', 'nice']",2,"['fool', 'keep', 'inform', 'bout', 'checked', 'page', 'd', 'nice']"
50ac21f4be, happy birthday corey!!,happy,positive,"['happy', 'birthday', 'corey!!']","['happi', 'birthday', 'core']","['happy', 'birthday', 'core']",2,"['happy', 'birthday', 'core']"
7b2812c11d,"Had fried oreos downtown vegas, went to the park with her cousins. BEST DAY EVERRRR.  Happy mommy`s day!",BEST DAY EVERRRR.,positive,"['Had', 'fried', 'oreos', 'downtown', 'vegas,', 'went', 'park', 'cousins.', 'BEST', 'DAY', 'EVERRRR.', 'Happy', 'mommy`s', 'day!']","['fri', 'ore', 'downtown', 'began', 'went', 'park', 'cousin', 'best', 'day', 'ever', 'or', 'happi', 'mummi', 'day']","['fry', 'ore', 'downtown', 'begin', 'go', 'park', 'cousin', 'best', 'day', 'ever', 'or', 'happy', 'mummy', 'day']",2,"['fry', 'ore', 'downtown', 'begin', 'go', 'park', 'cousin', 'best', 'day', 'ever', 'or', 'happy', 'mummy', 'day']"
56b982b76f,Ugly betty was sooooooo sad!!!,sooooooo sad!!!,negative,"['Ugly', 'betty', 'sooooooo', 'sad!!!']","['ugli', 'petti', 'so', 'oo', 'sad']","['ugly', 'petty', 'so', 'oo', 'sad']",0,"['ugly', 'petty', 'so', 'oo', 'sad']"
b4dc25a179, awesome. Wha`dya get her?,awesome.,positive,"['awesome.', 'Wha`dya', 'get', 'her?']","['awesom', 'who', 'day', 'get']","['awesome', 'who', 'day', 'get']",2,"['awesome', 'who', 'day', 'get']"
6f5f3b74a2," Aww, I had one yesterday, they suck",suck,negative,"['Aww,', 'I', 'one', 'yesterday,', 'suck']","['www', 'one', 'yesterday', 'suck']","['www', 'one', 'yesterday', 'suck']",0,"['www', 'one', 'yesterday', 'suck']"
eaeea119dc, Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?,neutral,"['Hey!', 'How', 'u', 'feeling?', 'I', 'know', 'Charla', 'hit', 'see', 'places', 'go..too', 'young', 'Did', 'fun?']","['hey', 'feel', 'know', 'charg', 'hit', 'see', 'place', 'young', 'fun']","['hey', 'feel', 'know', 'charge', 'hit', 'see', 'place', 'young', 'fun']",1,"['hey', 'feel', 'know', 'charge', 'hit', 'see', 'place', 'young', 'fun']"
59cee1da4b, My pleasure.  Hear Kelli has new project!   #followfriday,My pleasure.  Hear Kelli has new project,neutral,"['My', 'pleasure.', 'Hear', 'Kelli', 'new', 'project!', '#followfriday']","['pleasur', 'hear', 'well', 'new', 'project']","['pleasure', 'hear', 'well', 'new', 'project']",1,"['pleasure', 'hear', 'well', 'new', 'project']"
4d2645bcb3," And most of us are going to be stuck in an office, some without windows",stuck,negative,"['And', 'us', 'going', 'stuck', 'office,', 'without', 'windows']","['go', 'stuck', 'offic', 'without', 'window']","['go', 'stuck', 'office', 'without', 'window']",0,"['go', 'stuck', 'office', 'without', 'window']"
b4879e8331,"Just booked my tickets for London on thursday, i`m so exicted",i`m so exicted,positive,"['Just', 'booked', 'tickets', 'London', 'thursday,', 'i`m', 'exicted']","['book', 'ticket', 'london', 'thursday', 'ex', 'it', 'ed']","['book', 'ticket', 'london', 'thursday', 'ex', 'it', 'ed']",2,"['book', 'ticket', 'london', 'thursday', 'ex', 'it', 'ed']"
9e5529643c,_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,neutral,"['_hime', 'I', 'played', 'latter', 'parts', 'voodoo', 'village', 'part', 'co-op', 'I', 'lost', 'usual', 'partner']","['him', 'play', 'latter', 'part', 'voodoo', 'villag', 'part', 'lost', 'usual', 'partner']","['him', 'played', 'latter', 'part', 'voodoo', 'village', 'part', 'lose', 'usual', 'partner']",1,"['him', 'played', 'latter', 'part', 'voodoo', 'village', 'part', 'lose', 'usual', 'partner']"
8bb9334bcd,I miss  so much  I wish I had enough money to be with him again,I miss  so much,negative,"['I', 'miss', 'much', 'I', 'wish', 'I', 'enough', 'money']","['miss', 'much', 'wish', 'enough', 'money']","['miss', 'much', 'wish', 'enough', 'money']",0,"['miss', 'much', 'wish', 'enough', 'money']"
1b2773f095,I smashed my pinky in julia`s car door... **** my life...,**** my life...,negative,"['I', 'smashed', 'pinky', 'julia`s', 'car', 'door...', '****', 'life...']","['smash', 'pink', 'julia', 'car', 'door', 'life']","['smash', 'pink', 'julia', 'car', 'door', 'life']",0,"['smash', 'pink', 'julia', 'car', 'door', 'life']"
45c35c5b02, meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,neutral,"['meagan', 'rochelle', ""'the"", 'one', 'u', ""need'"", 'would', 'say', ""'cater"", '2', ""u'"", 'didnt', 'produce', 'that.']","['began', 'rochel', 'one', 'need', 'would', 'say', 'cater', 'not', 'produc']","['begin', 'rochelle', 'one', 'need', 'would', 'say', 'cater', 'not', 'produce']",1,"['begin', 'rochelle', 'one', 'need', 'would', 'say', 'cater', 'not', 'produce']"
23ef165e3b, that includes YOU.,that includes YOU.,neutral,"['includes', 'YOU.']",['includ'],['include'],1,['include']
ce25fad540," Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?","Hmm.. didn`t get the DM, are you sure it didn`t go to someone else?",neutral,"['Hmm..', 'didn`t', 'get', 'DM,', 'sure', 'didn`t', 'go', 'someone', 'else?']","['him', 'get', 'sure', 'someon', 'els']","['him', 'get', 'sure', 'someone', 'else']",1,"['him', 'get', 'sure', 'someone', 'else']"
f7e838067e, yes we must I had so much fun at SXSW with you guys  PJ party in my room,fun,positive,"['yes', 'must', 'I', 'much', 'fun', 'SXSW', 'guys', 'PJ', 'party', 'room']","['ye', 'must', 'much', 'fun', 'saw', 'gun', 'parti', 'room']","['yes', 'must', 'much', 'fun', 'saw', 'gun', 'party', 'room']",2,"['yes', 'must', 'much', 'fun', 'saw', 'gun', 'party', 'room']"
1c29b34813,start again... so now theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,short stack.,negative,"['start', 'again...', 'theres', '6', 'people', 'coming', 'us', 'go', 'melbourne...for', 'short', 'stack.', 'originally', '4.', 'still', '3', 'ss']","['start', 'peopl', 'come', 'melbourn', 'short', 'stick', 'origin', 'still']","['start', 'people', 'come', 'melbourne', 'short', 'stick', 'originally', 'still']",0,"['start', 'people', 'come', 'melbourne', 'short', 'stick', 'originally', 'still']"
ac2ff9355b, Does this happen every monday?,Does this happen every monday?,neutral,"['Does', 'happen', 'every', 'monday?']","['happen', 'everi', 'monday']","['happen', 'every', 'monday']",1,"['happen', 'every', 'monday']"
0b8c5b5637,Computer is packed away. There goes my life. Right into a cardboard box.,There goes my life. Right into a cardboard box.,negative,"['Computer', 'packed', 'away.', 'There', 'goes', 'life.', 'Right', 'cardboard', 'box.']","['comput', 'pack', 'away', 'goe', 'life', 'right', 'cardboard', 'box']","['computer', 'packed', 'away', 'go', 'life', 'right', 'cardboard', 'box']",0,"['computer', 'packed', 'away', 'go', 'life', 'right', 'cardboard', 'box']"
1221aa4edf, i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you,i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you,neutral,"['dont', 'really', 'know..i', 'saw', 'gadget', 'show', 'something', 'thatmakes', 'messages', 'easier', 'find', 'something', 'thank']","['not', 'realli', 'know', 'saw', 'cadet', 'show', 'someth', 'that', 'make', 'messag', 'easier', 'find', 'someth', 'thank']","['not', 'really', 'know', 'saw', 'cadet', 'show', 'something', 'that', 'make', 'message', 'easy', 'find', 'something', 'thank']",1,"['not', 'really', 'know', 'saw', 'cadet', 'show', 'something', 'that', 'make', 'message', 'easy', 'find', 'something', 'thank']"
47cb39c313,"...wait, I lied.",lied.,negative,"['...wait,', 'I', 'lied.']","['wait', 'lie']","['wait', 'lie']",0,"['wait', 'lie']"
16440cadfd, That`s exactly why I follow you.,That`s exactly why I follow you.,positive,"['That`s', 'exactly', 'I', 'follow', 'you.']","['exactli', 'follow']","['exactly', 'follow']",2,"['exactly', 'follow']"
73ef31b3ab,  guess I have to get dressed and be pretty then,guess I have to get dressed and be pretty then,neutral,"['guess', 'I', 'get', 'dressed', 'pretty']","['guess', 'get', 'dress', 'pretti']","['guess', 'get', 'dress', 'pretty']",1,"['guess', 'get', 'dress', 'pretty']"
a4e901067e, yes but 75% are on the wrong wireless plan,wrong,negative,"['yes', '75%', 'wrong', 'wireless', 'plan']","['ye', 'wrong', 'tireless', 'plan']","['yes', 'wrong', 'tireless', 'plan']",0,"['yes', 'wrong', 'tireless', 'plan']"
